model_id,provider,model_type,PDCM_DR_v1.0,PDCM_DR_v2.0,PDCM_DR_v2.1,PDCM_DR_v3.0,PDCM_DR_v3.1,PDCM_DR_v4.0,PDCM_DR_v5.0,PDCM_DR_v5.1,PDCM_DR_v5.2,PDCM_DR_v5.3,PDCM_DR_v6.0,PDCM_DR_v6.1,PDCM_DR_v6.2,PDCM_DR_v6.3,PDCM_DR_v6.4,PDCM_DR_v6.5,PDCM_DR_v6.6
ocip060,pmlb,pdx,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
ocip061,pmlb,pdx,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
ocip062,pmlb,pdx,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
ocip072,pmlb,pdx,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
ocip073,pmlb,pdx,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
ocip074,pmlb,pdx,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
ocip083,pmlb,pdx,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
ocip084,pmlb,pdx,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
ocip088,pmlb,pdx,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
ocip093,pmlb,pdx,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
ocip096,pmlb,pdx,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
ocip097,pmlb,pdx,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
ocip099,pmlb,pdx,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
ocip107,pmlb,pdx,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
ocip108,pmlb,pdx,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
ocip110,pmlb,pdx,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
ocip111,pmlb,pdx,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
ocip117,pmlb,pdx,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
ocip118,pmlb,pdx,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
ocip122,pmlb,pdx,60.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0
ocip125,pmlb,pdx,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
ocip129,pmlb,pdx,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
ocip130,pmlb,pdx,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
ocip132,pmlb,pdx,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
ocip134,pmlb,pdx,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
ocip135,pmlb,pdx,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
ocip145,pmlb,pdx,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
ocip147,pmlb,pdx,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
ocip148,pmlb,pdx,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
ocip158,pmlb,pdx,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
ocip165,pmlb,pdx,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
ocip167,pmlb,pdx,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
ocip170,pmlb,pdx,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
ocip174,pmlb,pdx,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
ocip180,pmlb,pdx,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
ocip181,pmlb,pdx,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
ocip186,pmlb,pdx,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
ocip187,pmlb,pdx,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
ocip188,pmlb,pdx,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
ocip189,pmlb,pdx,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
ocip190,pmlb,pdx,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
ocip193,pmlb,pdx,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
ocip194,pmlb,pdx,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
ocip200,pmlb,pdx,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
ocip201,pmlb,pdx,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
ocip212,pmlb,pdx,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
ocip213,pmlb,pdx,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
ocip214,pmlb,pdx,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
ocip217,pmlb,pdx,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
ocip221,pmlb,pdx,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
ocip223,pmlb,pdx,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
ocip224,pmlb,pdx,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
ocip232,pmlb,pdx,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
ocip240,pmlb,pdx,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
ocip241,pmlb,pdx,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
ocip243,pmlb,pdx,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
ocip245,pmlb,pdx,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
ocip246,pmlb,pdx,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
ocip247,pmlb,pdx,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
ocip250,pmlb,pdx,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
ocip255,pmlb,pdx,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
ocip256,pmlb,pdx,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0
ocip258,pmlb,pdx,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
ocip261,pmlb,pdx,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
ocip262,pmlb,pdx,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
ocip266,pmlb,pdx,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
ocip267,pmlb,pdx,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
ocip269,pmlb,pdx,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
ocip270,pmlb,pdx,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
ocip272,pmlb,pdx,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
ocip278,pmlb,pdx,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
ocip279,pmlb,pdx,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
ocip280,pmlb,pdx,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
ocip282,pmlb,pdx,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
ocip284,pmlb,pdx,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
ocip285,pmlb,pdx,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
ocip287,pmlb,pdx,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
ocip291,pmlb,pdx,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
ocip292,pmlb,pdx,62.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
ocip293,pmlb,pdx,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
ocip296,pmlb,pdx,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
ocip301,pmlb,pdx,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
ocip302,pmlb,pdx,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
ocip306,pmlb,pdx,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
ocip314,pmlb,pdx,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
ocip315,pmlb,pdx,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
ocip317,pmlb,pdx,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
ocip320,pmlb,pdx,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
ocip322,pmlb,pdx,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
ocip325,pmlb,pdx,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
ocip326,pmlb,pdx,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
ocip327,pmlb,pdx,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
ocip331,pmlb,pdx,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
ocip332,pmlb,pdx,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
ocip334,pmlb,pdx,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
ocip335,pmlb,pdx,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
ocip336,pmlb,pdx,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
ocip339,pmlb,pdx,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
ocip341,pmlb,pdx,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
ocip342,pmlb,pdx,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
ocip343,pmlb,pdx,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
ocip347,pmlb,pdx,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
ocip348,pmlb,pdx,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
ocip351,pmlb,pdx,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
ocip353,pmlb,pdx,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
ocip355,pmlb,pdx,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
omcr18-035tk,irccs-hsm-ge,organoid,,,,,,,,,,,,,,,61.0,61.0,61.0
omcr18-060tk,irccs-hsm-ge,organoid,,,,,,,,,,,,,,,61.0,61.0,61.0
omcr19-017tk,irccs-hsm-ge,organoid,,,,,,,,,,,,,,,61.0,61.0,61.0
opbg hgg005,irccs-opbg,cell line,,,,,,,,,,,,,,,46.0,46.0,46.0
opbg hgg006,irccs-opbg,cell line,,,,,,,,,,,,,,,46.0,46.0,46.0
opbg-dipg002,irccs-opbg,cell line,,,,,,,,,,,,,,,46.0,46.0,46.0
opbg-dipg002 multifluo,irccs-opbg,cell line,,,,,,,,,,,,,,,46.0,46.0,46.0
opbg-dipg002 multifluo 1c5,irccs-opbg,cell line,,,,,,,,,,,,,,,46.0,46.0,46.0
opbg-dipg002 multifluo 2b4,irccs-opbg,cell line,,,,,,,,,,,,,,,46.0,46.0,46.0
opbg-dipg004 ,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opbg-dipg004 a_a,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opbg-dipg004 a_b,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opbg-dipg004 multifluo,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opbg-dipg007 ,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opbg-dipg008 ,irccs-opbg,cell line,,,,,,,,,,,,,,,46.0,46.0,46.0
opbg-dipg009 a,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opbg-dipg009 b,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opbg-dipg010 ,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opbg-dipg011 a,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opbg-dipg011 b,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opbg-dipg012 a,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opbg-dipg012 b,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opbg-dipg013 ,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opbg-dipg015 a,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opbg-dipg015 b,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opbg-dipg016,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opbg-dipg017 a,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opbg-dipg017 b,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opbg-dipg018 a,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opbg-dipg018 b,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opbg-dipg019 a,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opbg-dipg019 b,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opbg-dipg020 ,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opbg-dipg021,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opbg-dipg023 a,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opbg-dipg023 b,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opbg-dipg025 ,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opbg-dipg026,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opbg-dipg027,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opbg-dipg029 ,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opbg-dipg030 ,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opbg-dipg031,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opbg-dipg032 ,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opbg-dipg033,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opbg-dipg034 ,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opbg-dipg035,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opbg-dipg036,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opbg-dipg037 ,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opbg-dipg038 ,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opbg-dipg039,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opbg-dipg040 ,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opbg-dmg002,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opbg-dmg003,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opbg-dmg006,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opbg-dmg007,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opbg-dmg041,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opbg-gbm001,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opbg-gbm001 multifluo,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opbg-gbm002,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opbg-gbm002 multifluo,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opbg-gbm002 multifluo 1d3,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opbg-gbm002 multifluo 2f4,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opbg-gbm002 multifluo 2g6,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opbg-gbm002 multifluo 2g7,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opbg-gbm002 multifluo 5e2,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opbg-gbm003_d,irccs-opbg,cell line,,,,,,,,,,,,,,,46.0,46.0,46.0
opbg-gbm003_r,irccs-opbg,cell line,,,,,,,,,,,,,,,46.0,46.0,46.0
opbg-gbm004_a,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opbg-gbm004_c,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opbg-gbm005,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opbg-gbm006,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opbg-gbm007,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opbg-gbm008 ,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opbg-gbm009 c,irccs-opbg,cell line,,,,,,,,,,,,,,,46.0,46.0,46.0
opbg-gbm009 d,irccs-opbg,cell line,,,,,,,,,,,,,,,46.0,46.0,46.0
opbg-hgg001,irccs-opbg,cell line,,,,,,,,,,,,,,,46.0,46.0,46.0
opbg-hgg002 a,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opbg-hgg002 b,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opbg-hgg002 c,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opbg-hgg003,irccs-opbg,cell line,,,,,,,,,,,,,,,46.0,46.0,46.0
opbg-hgg004,irccs-opbg,cell line,,,,,,,,,,,,,,,47.0,47.0,47.0
opto.112,pmlb-organoid,organoid,,,,,,,,26.0,26.0,26.0,30.0,30.0,30.0,30.0,30.0,30.0,31.0
opto.129,pmlb-organoid,organoid,,,,,,,,26.0,26.0,26.0,30.0,30.0,30.0,30.0,30.0,30.0,31.0
opto.138,pmlb-organoid,organoid,,,,,,,,25.0,25.0,25.0,28.0,28.0,28.0,28.0,28.0,28.0,30.0
opto.85,pmlb-organoid,organoid,,,,,,,,26.0,26.0,26.0,30.0,30.0,30.0,30.0,30.0,30.0,31.0
opto.98,pmlb-organoid,organoid,,,,,,,,26.0,26.0,26.0,30.0,30.0,30.0,30.0,30.0,30.0,31.0
os-1,mdanderson-cch,pdx,,,,54.0,50.0,50.0,50.0,50.0,50.0,,,,,,,,
os-1,pivot,pdx,,54.0,54.0,,,,,,,,,,,,,,
os-1,pptc,pdx,54.0,,,,,,,,,,,,,,,,
os-17,mdanderson-cch,pdx,,,,54.0,50.0,50.0,50.0,50.0,50.0,,,,,,,,
os-17,pivot,pdx,,54.0,54.0,,,,,,,,,,,,,,
os-17,pptc,pdx,54.0,,,,,,,,,,,,,,,,
os-2,mdanderson-cch,pdx,,,,54.0,50.0,50.0,50.0,50.0,50.0,,,,,,,,
os-2,pivot,pdx,,54.0,54.0,,,,,,,,,,,,,,
os-2,pptc,pdx,54.0,,,,,,,,,,,,,,,,
os-25,gccri,pdx,,,,50.0,47.0,47.0,47.0,47.0,47.0,,,,,,,,
os-25,pivot,pdx,,50.0,50.0,,,,,,,,,,,,,,
os-25,pptc,pdx,50.0,,,,,,,,,,,,,,,,
os-29,mdanderson-cch,pdx,,,,54.0,50.0,50.0,50.0,50.0,50.0,,,,,,,,
os-29,pivot,pdx,,54.0,54.0,,,,,,,,,,,,,,
os-29,pptc,pdx,54.0,,,,,,,,,,,,,,,,
os-31,mdanderson-cch,pdx,,,,52.0,49.0,49.0,49.0,49.0,49.0,,,,,,,,
os-31,pivot,pdx,,52.0,52.0,,,,,,,,,,,,,,
os-31,pptc,pdx,52.0,,,,,,,,,,,,,,,,
os-32,gccri,pdx,,,,56.0,52.0,52.0,52.0,52.0,52.0,,,,,,,,
